Restaurant_ID,Restaurant_Name,City,Locality,Cuisines,Restaurant_Type,Online_Order,Table_Booking,Rating,Votes,Approx_Cost_for_Two,Listed_In,Has_Parking,Is_Newly_Opened,Delivery_Time_mins,Rating_Category,Cost_Category,Engagement_Score
ZOM1291,Olive Garden (Kor),Bangalore,Koramangala,Mexican,Dhaba,Yes,No,2.2,3765,202,Pubs and Bars,Yes,Yes,64,Poor (<2.5),Budget (<300),18.11
ZOM1292,The Curry House (Jub),Hyderabad,Jubilee Hills,Biryani,Food Court,Yes,No,4.3,1170,345,Delivery,No,No,81,Very Good (4.0-4.5),Mid-range (300-700),30.38
ZOM1293,The Food Factory (Jag),Jaipur,Jagatpura,Gujarati,Casual Dining,Yes,No,3.4,4393,831,Dine-out,No,No,84,Average (2.5-3.5),Premium (700-1500),28.52
ZOM1294,Punjabi Tadka (Kor),Pune,Koregaon Park,Fast Food,Fine Dining,Yes,Yes,3.5,2637,2463,Desserts,No,No,31,Average (2.5-3.5),Luxury (1500+),27.57
ZOM1295,Saffron Kitchen (Cam),Pune,Camp,Chinese,Quick Bites,Yes,No,3.1,2239,442,Delivery,Yes,No,80,Average (2.5-3.5),Mid-range (300-700),23.91
ZOM1296,The Sandwich Shop (Ban),Hyderabad,Banjara Hills,Mughlai,Dhaba,Yes,No,3.6,4073,639,Delivery,No,No,82,Good (3.5-4.0),Mid-range (300-700),29.92
ZOM1297,The Grill House (Pra),Ahmedabad,Prahlad Nagar,Italian,Bakery,No,No,3.1,3420,210,Desserts,Yes,No,0,Average (2.5-3.5),Budget (<300),25.23
ZOM1298,Food Junction (Sak),Delhi,Saket,Fast Food,Cafe,Yes,No,3.6,1873,1284,Delivery,No,No,76,Good (3.5-4.0),Premium (700-1500),27.13
ZOM1299,Chaat Corner (Cam),Pune,Camp,Gujarati,Fine Dining,No,Yes,3.2,2270,2436,Delivery,Yes,Yes,0,Average (2.5-3.5),Luxury (1500+),24.73
ZOM1300,Royal Feast (Vel),Chennai,Velachery,Mughlai,Delivery Only,Yes,No,4.1,2805,720,Delivery,Yes,No,39,Very Good (4.0-4.5),Premium (700-1500),32.55
ZOM1301,Royal Feast (Man),Ahmedabad,Maninagar,Thai,Dhaba,Yes,No,4.5,1918,772,Delivery,No,Yes,54,Very Good (4.0-4.5),Premium (700-1500),34.02
ZOM1302,The Grand Kitchen (Ami),Lucknow,Aminabad,Mughlai,Dhaba,Yes,No,3.8,2742,202,Desserts,No,Yes,51,Good (3.5-4.0),Budget (<300),30.08
ZOM1303,The Diner (Vai),Jaipur,Vaishali Nagar,Bengali,Fine Dining,No,No,3.7,4074,2280,Dine-out,No,No,0,Good (3.5-4.0),Luxury (1500+),30.76
ZOM1304,The Pizza Place (Vas),Ahmedabad,Vastrapur,South Indian,Fine Dining,Yes,Yes,5.0,897,3433,Desserts,Yes,No,30,Excellent (4.5+),Luxury (1500+),34.0
ZOM1305,South Kitchen (T N),Chennai,T Nagar,Biryani,Food Court,Yes,No,4.4,1645,522,Desserts,Yes,No,48,Very Good (4.0-4.5),Mid-range (300-700),32.59
ZOM1306,Dosa Point (Ann),Chennai,Anna Nagar,Continental,Bakery,No,No,4.1,1223,460,Dine-out,No,No,0,Very Good (4.0-4.5),Mid-range (300-700),29.15
ZOM1307,Bombay Bites (Cam),Pune,Camp,Bengali,Fine Dining,Yes,Yes,4.5,1423,2454,Dine-out,No,No,57,Very Good (4.0-4.5),Luxury (1500+),32.68
ZOM1308,Chaat Corner (HSR),Bangalore,HSR Layout,Mughlai,Delivery Only,No,No,3.7,3977,236,Pubs and Bars,Yes,No,0,Good (3.5-4.0),Budget (<300),30.67
ZOM1309,Royal Feast (Hin),Pune,Hinjewadi,Continental,Bakery,Yes,No,3.3,3392,792,Pubs and Bars,No,No,59,Average (2.5-3.5),Premium (700-1500),26.83
ZOM1310,Food Junction (MI ),Jaipur,MI Road,Biryani,Food Court,Yes,No,5.0,1329,522,Desserts,No,Yes,75,Excellent (4.5+),Mid-range (300-700),35.96
ZOM1311,Olive Garden (Cam),Pune,Camp,Mexican,Fine Dining,Yes,No,3.3,3116,3389,Dine-out,No,No,59,Average (2.5-3.5),Luxury (1500+),26.55
ZOM1312,Punjabi Tadka (Kor),Pune,Koregaon Park,Mexican,Food Court,No,No,4.0,3935,415,Pubs and Bars,No,No,0,Good (3.5-4.0),Mid-range (300-700),33.11
ZOM1313,Royal Feast (MI ),Jaipur,MI Road,Mughlai,Quick Bites,Yes,No,4.1,2388,317,Dine-out,Yes,Yes,78,Very Good (4.0-4.5),Mid-range (300-700),31.89
ZOM1314,The Sandwich Shop (Ali),Lucknow,Aliganj,Gujarati,Dhaba,Yes,No,2.9,1709,369,Desserts,Yes,Yes,82,Average (2.5-3.5),Mid-range (300-700),21.59
ZOM1315,Burger House (Laj),Delhi,Lajpat Nagar,Italian,Cafe,Yes,No,3.2,3743,821,Desserts,No,No,79,Average (2.5-3.5),Premium (700-1500),26.33
ZOM1316,Bombay Bites (Par),Kolkata,Park Street,Mexican,Quick Bites,No,No,3.6,561,307,Delivery,Yes,No,0,Good (3.5-4.0),Mid-range (300-700),22.79
ZOM1317,Idli House (New),Kolkata,New Town,Mughlai,Food Court,Yes,No,3.8,1579,281,Pubs and Bars,No,No,21,Good (3.5-4.0),Budget (<300),27.99
ZOM1318,Masala Magic (Nav),Ahmedabad,Navrangpura,Mexican,Food Court,Yes,No,3.5,593,423,Dine-out,Yes,Yes,32,Average (2.5-3.5),Mid-range (300-700),22.35
ZOM1319,The Diner (Juh),Mumbai,Juhu,Gujarati,Quick Bites,Yes,No,3.7,3122,304,Dine-out,No,No,36,Good (3.5-4.0),Mid-range (300-700),29.77
ZOM1320,Burger House (Vai),Jaipur,Vaishali Nagar,Mughlai,Dhaba,Yes,No,4.2,4460,564,Desserts,No,No,54,Very Good (4.0-4.5),Mid-range (300-700),35.29
ZOM1321,Green Leaf Cafe (MG ),Bangalore,MG Road,Gujarati,Dhaba,Yes,No,2.8,1012,525,Pubs and Bars,Yes,No,49,Average (2.5-3.5),Mid-range (300-700),19.38
ZOM1322,Food Junction (Ind),Lucknow,Indira Nagar,Continental,Casual Dining,Yes,No,4.1,3531,971,Delivery,No,Yes,56,Very Good (4.0-4.5),Premium (700-1500),33.5
ZOM1323,Flavors Restaurant (Vai),Jaipur,Vaishali Nagar,Mughlai,Bakery,No,No,3.7,282,395,Delivery,No,No,0,Good (3.5-4.0),Mid-range (300-700),20.89
ZOM1324,South Kitchen (Man),Jaipur,Mansarovar,Mughlai,Dhaba,No,No,4.0,1892,600,Pubs and Bars,Yes,No,0,Good (3.5-4.0),Mid-range (300-700),30.18
ZOM1325,Dosa Point (Bal),Kolkata,Ballygunge,Bengali,Fine Dining,Yes,Yes,3.3,890,4252,Pubs and Bars,Yes,No,41,Average (2.5-3.5),Luxury (1500+),22.41
ZOM1326,Royal Feast (Par),Kolkata,Park Street,Italian,Delivery Only,Yes,No,5.0,4574,580,Dine-out,No,No,26,Excellent (4.5+),Mid-range (300-700),42.14
ZOM1327,Punjabi Tadka (Civ),Jaipur,Civil Lines,Continental,Fine Dining,No,Yes,3.2,33,2406,Desserts,No,No,0,Average (2.5-3.5),Luxury (1500+),11.28
ZOM1328,Taste of India (Vai),Jaipur,Vaishali Nagar,Mexican,Delivery Only,Yes,No,3.6,3109,658,Dine-out,No,Yes,77,Good (3.5-4.0),Mid-range (300-700),28.95
ZOM1329,Flavors Restaurant (Par),Kolkata,Park Street,Mexican,Fine Dining,No,Yes,2.3,3614,2953,Pubs and Bars,No,No,0,Poor (<2.5),Luxury (1500+),18.84
ZOM1330,Food Junction (Cam),Pune,Camp,Mexican,Dhaba,No,No,2.8,4838,356,Desserts,Yes,Yes,0,Average (2.5-3.5),Mid-range (300-700),23.76
ZOM1331,Spice Garden (Haz),Lucknow,Hazratganj,Italian,Delivery Only,Yes,No,3.6,1103,329,Dine-out,No,No,66,Good (3.5-4.0),Mid-range (300-700),25.22
ZOM1332,The Grill House (HSR),Bangalore,HSR Layout,Bengali,Food Court,Yes,No,2.8,3160,581,Pubs and Bars,Yes,No,75,Average (2.5-3.5),Mid-range (300-700),22.56
ZOM1333,The Sandwich Shop (Mal),Jaipur,Malviya Nagar,Thai,Casual Dining,No,Yes,4.3,993,420,Desserts,Yes,No,0,Very Good (4.0-4.5),Mid-range (300-700),29.68
ZOM1334,The Biryani Bowl (Ann),Chennai,Anna Nagar,Mexican,Delivery Only,Yes,No,2.8,4969,652,Desserts,Yes,No,22,Average (2.5-3.5),Mid-range (300-700),23.83
ZOM1335,The Kebab Studio (Sec),Hyderabad,Secunderabad,Bengali,Bakery,No,No,4.9,4670,726,Dine-out,No,No,0,Excellent (4.5+),Premium (700-1500),41.4
ZOM1336,The Grill House (Jub),Hyderabad,Jubilee Hills,North Indian,Bakery,Yes,No,2.8,3238,470,Pubs and Bars,No,No,46,Average (2.5-3.5),Mid-range (300-700),22.63
ZOM1337,Punjabi Tadka (Beh),Kolkata,Behala,Fast Food,Delivery Only,Yes,No,4.7,1612,259,Pubs and Bars,No,Yes,65,Excellent (4.5+),Budget (<300),34.71
ZOM1338,The Kebab Studio (HSR),Bangalore,HSR Layout,North Indian,Delivery Only,Yes,No,3.9,989,790,Dine-out,Yes,No,46,Good (3.5-4.0),Premium (700-1500),26.9
ZOM1339,Noodle Box (Sal),Kolkata,Salt Lake,Gujarati,Dhaba,Yes,No,4.0,3638,398,Pubs and Bars,No,No,22,Good (3.5-4.0),Mid-range (300-700),32.8
ZOM1340,Olive Garden (Vim),Pune,Viman Nagar,Mexican,Quick Bites,Yes,No,3.8,4449,195,Desserts,No,No,34,Good (3.5-4.0),Budget (<300),31.92
ZOM1341,Punjabi Tadka (Bal),Kolkata,Ballygunge,Mexican,Bakery,Yes,No,4.2,3229,405,Delivery,No,No,36,Very Good (4.0-4.5),Mid-range (300-700),33.94
ZOM1342,Flavors Restaurant (Par),Kolkata,Park Street,Thai,Dhaba,No,No,3.2,3970,700,Dine-out,No,No,0,Average (2.5-3.5),Mid-range (300-700),26.52
ZOM1343,Punjabi Tadka (New),Kolkata,New Town,Mughlai,Fine Dining,No,Yes,5.0,121,3933,Delivery,Yes,Yes,0,Excellent (4.5+),Luxury (1500+),24.02
ZOM1344,Burger House (Nav),Ahmedabad,Navrangpura,South Indian,Fine Dining,No,No,3.4,588,1571,Desserts,Yes,No,0,Average (2.5-3.5),Luxury (1500+),21.69
ZOM1345,Olive Garden (T N),Chennai,T Nagar,Fast Food,Quick Bites,Yes,No,2.4,3865,423,Dine-out,Yes,No,83,Poor (<2.5),Mid-range (300-700),19.82
ZOM1346,Chaat Corner (Kor),Bangalore,Koramangala,Continental,Delivery Only,Yes,No,5.0,4438,743,Desserts,No,Yes,30,Excellent (4.5+),Premium (700-1500),41.99
ZOM1347,Urban Bites (Con),Delhi,Connaught Place,Italian,Food Court,Yes,No,3.4,733,301,Pubs and Bars,Yes,No,60,Average (2.5-3.5),Mid-range (300-700),22.43
ZOM1348,Dosa Point (And),Mumbai,Andheri,Biryani,Bakery,Yes,No,3.0,783,600,Desserts,No,No,65,Average (2.5-3.5),Mid-range (300-700),19.99
ZOM1349,Urban Bites (Nav),Ahmedabad,Navrangpura,Italian,Dhaba,Yes,No,3.7,596,509,Delivery,No,No,39,Good (3.5-4.0),Mid-range (300-700),23.65
ZOM1350,Olive Garden (T N),Chennai,T Nagar,Continental,Fine Dining,Yes,No,3.5,2725,3543,Pubs and Bars,Yes,No,21,Average (2.5-3.5),Luxury (1500+),27.69
ZOM1351,Olive Garden (SG ),Ahmedabad,SG Highway,Biryani,Cafe,Yes,No,3.7,2853,988,Desserts,No,No,45,Good (3.5-4.0),Premium (700-1500),29.44
ZOM1352,The Sandwich Shop (Ban),Hyderabad,Banjara Hills,South Indian,Fine Dining,Yes,Yes,4.1,922,1642,Desserts,No,No,63,Very Good (4.0-4.5),Luxury (1500+),27.99
ZOM1353,Olive Garden (Sal),Kolkata,Salt Lake,Italian,Delivery Only,Yes,No,3.0,1900,516,Dine-out,No,No,86,Average (2.5-3.5),Mid-range (300-700),22.65
ZOM1354,Saffron Kitchen (Pow),Mumbai,Powai,Fast Food,Cafe,Yes,No,3.7,639,1115,Desserts,No,Yes,27,Good (3.5-4.0),Premium (700-1500),23.91
ZOM1355,Desi Zaika (Hit),Hyderabad,Hitech City,Continental,Quick Bites,No,No,3.2,3916,327,Pubs and Bars,Yes,Yes,0,Average (2.5-3.5),Mid-range (300-700),26.47
ZOM1356,The Kebab Studio (New),Kolkata,New Town,Chinese,Dhaba,No,No,4.1,3394,582,Dine-out,No,No,0,Very Good (4.0-4.5),Mid-range (300-700),33.33
ZOM1357,The Grand Kitchen (Nav),Ahmedabad,Navrangpura,North Indian,Quick Bites,Yes,No,4.6,2059,233,Dine-out,Yes,Yes,23,Excellent (4.5+),Budget (<300),35.1
ZOM1358,The Pizza Place (Kot),Pune,Kothrud,Fast Food,Dhaba,No,No,3.6,3466,714,Delivery,No,No,0,Good (3.5-4.0),Premium (700-1500),29.34
ZOM1359,Saffron Kitchen (Ann),Chennai,Anna Nagar,Fast Food,Quick Bites,Yes,No,4.6,4909,337,Dine-out,No,No,33,Excellent (4.5+),Mid-range (300-700),39.1
ZOM1360,Bombay Bites (Kot),Pune,Kothrud,Gujarati,Quick Bites,No,No,3.5,2139,392,Dine-out,Yes,No,0,Average (2.5-3.5),Mid-range (300-700),26.84
ZOM1361,South Kitchen (Kar),Delhi,Karol Bagh,South Indian,Food Court,Yes,No,5.0,2174,346,Dine-out,No,No,74,Excellent (4.5+),Mid-range (300-700),38.42
ZOM1362,Food Junction (Con),Delhi,Connaught Place,Biryani,Fine Dining,Yes,No,3.0,754,3856,Dine-out,No,No,74,Average (2.5-3.5),Luxury (1500+),19.88
ZOM1363,Chaat Corner (Whi),Bangalore,Whitefield,Chinese,Delivery Only,Yes,No,3.3,2340,506,Delivery,No,No,63,Average (2.5-3.5),Mid-range (300-700),25.6
ZOM1364,Food Junction (Nun),Chennai,Nungambakkam,South Indian,Delivery Only,Yes,No,4.1,3670,258,Desserts,No,No,22,Very Good (4.0-4.5),Budget (<300),33.65
ZOM1365,The Biryani Bowl (Col),Mumbai,Colaba,Bengali,Fine Dining,Yes,No,2.3,2976,3237,Delivery,No,Yes,54,Poor (<2.5),Luxury (1500+),18.4
ZOM1366,Spice Garden (Sec),Hyderabad,Secunderabad,Thai,Casual Dining,Yes,No,3.5,4545,1261,Desserts,No,No,50,Average (2.5-3.5),Premium (700-1500),29.48
ZOM1367,Desi Zaika (Ind),Bangalore,Indiranagar,North Indian,Dhaba,Yes,No,2.5,1982,223,Dine-out,No,No,39,Poor (<2.5),Budget (<300),18.98
ZOM1368,Royal Feast (Ann),Chennai,Anna Nagar,Bengali,Bakery,Yes,No,4.3,4616,351,Dine-out,Yes,Yes,69,Very Good (4.0-4.5),Mid-range (300-700),36.28
ZOM1369,The Sandwich Shop (Kor),Pune,Koregaon Park,Mexican,Delivery Only,Yes,No,4.2,1717,619,Dine-out,Yes,No,85,Very Good (4.0-4.5),Mid-range (300-700),31.29
ZOM1370,Punjabi Tadka (Juh),Mumbai,Juhu,Italian,Delivery Only,Yes,No,3.6,2387,570,Pubs and Bars,Yes,No,77,Good (3.5-4.0),Mid-range (300-700),28.0
ZOM1371,Chaat Corner (Ali),Kolkata,Alipore,Mexican,Cafe,Yes,No,4.3,1274,1036,Dine-out,Yes,No,31,Very Good (4.0-4.5),Premium (700-1500),30.75
ZOM1372,Olive Garden (Ban),Mumbai,Bandra,Thai,Bakery,Yes,No,4.7,3719,719,Dine-out,Yes,No,61,Excellent (4.5+),Premium (700-1500),38.64
ZOM1373,The Pizza Place (Ann),Chennai,Anna Nagar,Italian,Cafe,No,No,4.7,944,925,Delivery,Yes,No,0,Excellent (4.5+),Premium (700-1500),32.2
ZOM1374,Food Junction (Con),Delhi,Connaught Place,Italian,Dhaba,Yes,No,3.9,6,752,Desserts,No,Yes,81,Good (3.5-4.0),Premium (700-1500),7.59
ZOM1375,Olive Garden (Haz),Lucknow,Hazratganj,Thai,Fine Dining,No,No,3.5,1530,3351,Pubs and Bars,Yes,No,0,Average (2.5-3.5),Luxury (1500+),25.67
ZOM1376,The Kebab Studio (Ind),Bangalore,Indiranagar,Fast Food,Delivery Only,Yes,No,4.2,4481,283,Desserts,No,No,21,Very Good (4.0-4.5),Budget (<300),35.31
ZOM1377,Urban Bites (Bal),Kolkata,Ballygunge,Fast Food,Cafe,Yes,No,1.7,3819,1237,Dine-out,No,Yes,36,Poor (<2.5),Premium (700-1500),14.02
ZOM1378,Burger House (Kor),Bangalore,Koramangala,Chinese,Food Court,Yes,No,3.1,2943,362,Desserts,Yes,No,24,Average (2.5-3.5),Mid-range (300-700),24.76
ZOM1379,The Curry House (Hit),Hyderabad,Hitech City,Fast Food,Food Court,Yes,No,2.6,2051,648,Delivery,Yes,No,59,Average (2.5-3.5),Mid-range (300-700),19.83
ZOM1380,Taste of India (Haz),Lucknow,Hazratganj,Italian,Bakery,Yes,No,2.6,4560,469,Dine-out,No,No,29,Average (2.5-3.5),Mid-range (300-700),21.91
ZOM1381,The Curry House (MI ),Jaipur,MI Road,Gujarati,Delivery Only,Yes,No,3.5,2896,560,Delivery,No,No,20,Average (2.5-3.5),Mid-range (300-700),27.9
ZOM1382,Royal Feast (Man),Jaipur,Mansarovar,Thai,Cafe,No,No,3.5,2365,1086,Delivery,Yes,Yes,0,Average (2.5-3.5),Premium (700-1500),27.19
ZOM1383,Flavors Restaurant (And),Mumbai,Andheri,Italian,Fine Dining,No,Yes,3.5,2217,3852,Delivery,No,No,0,Average (2.5-3.5),Luxury (1500+),26.97
ZOM1384,Tikka Town (Con),Delhi,Connaught Place,South Indian,Cafe,No,No,3.4,3573,1019,Dine-out,Yes,No,0,Average (2.5-3.5),Premium (700-1500),27.82
ZOM1385,The Food Factory (Con),Delhi,Connaught Place,Mexican,Casual Dining,No,Yes,5.0,1279,1356,Desserts,No,Yes,0,Excellent (4.5+),Premium (700-1500),35.77
ZOM1386,The Biryani Bowl (Cam),Pune,Camp,Continental,Fine Dining,Yes,Yes,3.6,1944,4058,Dine-out,No,No,56,Good (3.5-4.0),Luxury (1500+),27.26
ZOM1387,Olive Garden (Kor),Bangalore,Koramangala,Bengali,Cafe,Yes,No,3.7,1048,681,Desserts,No,No,48,Good (3.5-4.0),Mid-range (300-700),25.74
ZOM1388,Taste of India (And),Mumbai,Andheri,Fast Food,Dhaba,No,No,4.2,1063,360,Dine-out,No,No,0,Very Good (4.0-4.5),Mid-range (300-700),29.27
ZOM1389,Noodle Box (MI ),Jaipur,MI Road,Continental,Bakery,No,No,3.6,1013,405,Dine-out,No,No,0,Good (3.5-4.0),Mid-range (300-700),24.92
ZOM1390,Masala Magic (Hin),Pune,Hinjewadi,Chinese,Casual Dining,Yes,No,3.8,1040,1462,Dine-out,Yes,No,75,Good (3.5-4.0),Premium (700-1500),26.4
ZOM1391,The Food Factory (Mal),Jaipur,Malviya Nagar,Bengali,Cafe,Yes,No,4.0,3254,1318,Dine-out,No,No,63,Good (3.5-4.0),Premium (700-1500),32.35
ZOM1392,The Sandwich Shop (Nun),Chennai,Nungambakkam,Biryani,Casual Dining,Yes,Yes,3.2,3928,528,Desserts,No,No,27,Average (2.5-3.5),Mid-range (300-700),26.48
ZOM1393,Idli House (Ind),Bangalore,Indiranagar,Bengali,Bakery,Yes,No,4.1,4617,694,Pubs and Bars,Yes,No,66,Very Good (4.0-4.5),Mid-range (300-700),34.59
ZOM1394,Dosa Point (Ami),Lucknow,Aminabad,Chinese,Cafe,No,No,3.6,3878,702,Pubs and Bars,No,No,0,Good (3.5-4.0),Premium (700-1500),29.75
ZOM1395,Desi Zaika (Nav),Ahmedabad,Navrangpura,South Indian,Casual Dining,Yes,No,3.7,3957,987,Desserts,Yes,No,65,Good (3.5-4.0),Premium (700-1500),30.65
ZOM1396,Food Junction (Gom),Lucknow,Gomti Nagar,Chinese,Bakery,Yes,No,4.1,3077,252,Dine-out,Yes,Yes,67,Very Good (4.0-4.5),Budget (<300),32.93
ZOM1397,The Sandwich Shop (Jay),Bangalore,Jayanagar,Biryani,Fine Dining,Yes,Yes,2.9,2413,4791,Dine-out,Yes,No,85,Average (2.5-3.5),Luxury (1500+),22.59
ZOM1398,Bombay Bites (Kot),Pune,Kothrud,South Indian,Bakery,Yes,No,4.4,708,784,Dine-out,Yes,No,50,Very Good (4.0-4.5),Premium (700-1500),28.88
ZOM1399,Food Junction (CG ),Ahmedabad,CG Road,Mughlai,Fine Dining,Yes,No,3.5,493,4518,Pubs and Bars,Yes,No,87,Average (2.5-3.5),Luxury (1500+),21.71
ZOM1400,Taste of India (Myl),Chennai,Mylapore,Biryani,Delivery Only,Yes,No,2.5,3686,218,Delivery,No,No,89,Poor (<2.5),Budget (<300),20.53
ZOM1401,Curry Leaf (Haz),Lucknow,Hazratganj,Chinese,Bakery,Yes,No,3.0,3558,793,Pubs and Bars,Yes,No,32,Average (2.5-3.5),Premium (700-1500),24.53
ZOM1402,Desi Zaika (Whi),Bangalore,Whitefield,Biryani,Quick Bites,Yes,No,4.3,1005,278,Dine-out,Yes,Yes,73,Very Good (4.0-4.5),Budget (<300),29.73
ZOM1403,Flavors Restaurant (Bal),Kolkata,Ballygunge,North Indian,Delivery Only,Yes,No,3.4,459,264,Delivery,No,No,34,Average (2.5-3.5),Budget (<300),20.85
ZOM1404,Green Leaf Cafe (Dwa),Delhi,Dwarka,North Indian,Casual Dining,No,Yes,4.3,921,704,Dine-out,No,No,0,Very Good (4.0-4.5),Premium (700-1500),29.35
ZOM1405,Royal Feast (Hin),Pune,Hinjewadi,Thai,Dhaba,No,No,2.2,740,696,Pubs and Bars,No,No,0,Poor (<2.5),Mid-range (300-700),14.54
ZOM1406,Bombay Bites (HSR),Bangalore,HSR Layout,South Indian,Casual Dining,Yes,Yes,4.8,3343,1241,Delivery,Yes,No,85,Excellent (4.5+),Premium (700-1500),38.95
ZOM1407,The Grill House (HSR),Bangalore,HSR Layout,Chinese,Quick Bites,Yes,No,4.4,2994,414,Dine-out,No,No,22,Very Good (4.0-4.5),Mid-range (300-700),35.22
ZOM1408,South Kitchen (Col),Mumbai,Colaba,Gujarati,Fine Dining,No,No,2.6,3870,3263,Delivery,No,No,0,Average (2.5-3.5),Luxury (1500+),21.48
ZOM1409,The Diner (Hit),Hyderabad,Hitech City,Biryani,Delivery Only,Yes,No,3.8,2835,242,Dine-out,Yes,Yes,67,Good (3.5-4.0),Budget (<300),30.21
ZOM1410,Taste of India (Col),Mumbai,Colaba,Bengali,Food Court,Yes,No,4.1,2395,626,Dine-out,Yes,No,40,Very Good (4.0-4.5),Mid-range (300-700),31.9
ZOM1411,Flavors Restaurant (Laj),Delhi,Lajpat Nagar,Gujarati,Food Court,Yes,No,4.3,411,535,Delivery,Yes,No,66,Very Good (4.0-4.5),Mid-range (300-700),25.89
ZOM1412,Bombay Bites (Ann),Chennai,Anna Nagar,Mexican,Quick Bites,No,No,3.5,3193,352,Desserts,No,No,0,Average (2.5-3.5),Mid-range (300-700),28.24
ZOM1413,The Food Factory (Dwa),Delhi,Dwarka,Thai,Dhaba,Yes,No,4.0,4151,523,Desserts,No,No,40,Good (3.5-4.0),Mid-range (300-700),33.33
ZOM1414,Burger House (Nav),Ahmedabad,Navrangpura,Fast Food,Food Court,Yes,No,3.2,145,572,Dine-out,No,Yes,71,Average (2.5-3.5),Mid-range (300-700),15.95
ZOM1415,Urban Bites (MG ),Bangalore,MG Road,Gujarati,Quick Bites,Yes,No,3.5,2546,176,Pubs and Bars,No,No,48,Average (2.5-3.5),Budget (<300),27.45
ZOM1416,The Grill House (MI ),Jaipur,MI Road,Continental,Dhaba,No,No,4.8,110,788,Pubs and Bars,Yes,No,0,Excellent (4.5+),Premium (700-1500),22.61
ZOM1417,Saffron Kitchen (Ann),Chennai,Anna Nagar,Continental,Casual Dining,Yes,No,4.2,2142,749,Desserts,Yes,No,26,Very Good (4.0-4.5),Premium (700-1500),32.21
ZOM1418,The Pizza Place (Jub),Hyderabad,Jubilee Hills,Chinese,Casual Dining,Yes,Yes,3.8,3184,1358,Desserts,Yes,No,75,Good (3.5-4.0),Premium (700-1500),30.65
ZOM1419,Urban Bites (Ala),Lucknow,Alambagh,Mughlai,Quick Bites,No,No,2.8,449,447,Pubs and Bars,No,No,0,Average (2.5-3.5),Mid-range (300-700),17.11
ZOM1420,Idli House (Nun),Chennai,Nungambakkam,Mexican,Casual Dining,No,No,3.1,40,958,Dine-out,Yes,Yes,0,Average (2.5-3.5),Premium (700-1500),11.51
ZOM1421,The Kebab Studio (Sak),Delhi,Saket,South Indian,Delivery Only,Yes,No,3.6,2943,340,Desserts,No,No,41,Good (3.5-4.0),Mid-range (300-700),28.76
ZOM1422,Spice Garden (Man),Ahmedabad,Maninagar,Bengali,Food Court,Yes,No,3.5,1305,720,Dine-out,No,No,34,Average (2.5-3.5),Premium (700-1500),25.11
ZOM1423,Spice Garden (Ami),Lucknow,Aminabad,Gujarati,Dhaba,No,No,4.0,14,577,Dine-out,No,No,0,Good (3.5-4.0),Mid-range (300-700),10.83
ZOM1424,Tikka Town (Pow),Mumbai,Powai,Mexican,Delivery Only,Yes,No,3.8,1665,248,Delivery,No,No,45,Good (3.5-4.0),Budget (<300),28.19
ZOM1425,The Kebab Studio (Ady),Chennai,Adyar,Mexican,Quick Bites,Yes,No,3.9,4959,442,Dine-out,No,No,87,Good (3.5-4.0),Mid-range (300-700),33.19
ZOM1426,South Kitchen (New),Kolkata,New Town,Biryani,Dhaba,Yes,No,4.2,4150,366,Dine-out,No,No,37,Very Good (4.0-4.5),Mid-range (300-700),34.99
ZOM1427,Dosa Point (Cam),Pune,Camp,Mexican,Bakery,Yes,No,4.0,3045,638,Pubs and Bars,Yes,Yes,88,Good (3.5-4.0),Mid-range (300-700),32.09
ZOM1428,Taste of India (Myl),Chennai,Mylapore,Thai,Dhaba,Yes,No,4.1,1589,631,Dine-out,Yes,No,56,Very Good (4.0-4.5),Mid-range (300-700),30.22
ZOM1429,Spice Garden (Ban),Mumbai,Bandra,North Indian,Food Court,Yes,No,4.0,2471,654,Dine-out,No,No,51,Good (3.5-4.0),Mid-range (300-700),31.25
ZOM1430,The Diner (Man),Ahmedabad,Maninagar,Continental,Quick Bites,Yes,No,3.3,1551,403,Dine-out,No,No,44,Average (2.5-3.5),Mid-range (300-700),24.25
ZOM1431,Punjabi Tadka (Ind),Lucknow,Indira Nagar,Chinese,Food Court,Yes,No,2.7,774,519,Dine-out,Yes,No,54,Average (2.5-3.5),Mid-range (300-700),17.96
ZOM1432,Spice Garden (Laj),Delhi,Lajpat Nagar,North Indian,Dhaba,Yes,No,3.1,4363,573,Pubs and Bars,Yes,No,58,Average (2.5-3.5),Mid-range (300-700),25.98
ZOM1433,Olive Garden (Sec),Hyderabad,Secunderabad,Italian,Delivery Only,No,No,4.8,4013,658,Pubs and Bars,Yes,Yes,0,Excellent (4.5+),Mid-range (300-700),39.83
ZOM1434,South Kitchen (Vas),Ahmedabad,Vastrapur,Gujarati,Fine Dining,Yes,No,4.1,3356,2690,Pubs and Bars,No,No,55,Very Good (4.0-4.5),Luxury (1500+),33.29
ZOM1435,The Curry House (Vim),Pune,Viman Nagar,Mughlai,Food Court,Yes,No,4.8,4844,552,Desserts,No,No,55,Excellent (4.5+),Mid-range (300-700),40.73
ZOM1436,The Grill House (Haz),Lucknow,Hazratganj,North Indian,Bakery,Yes,No,2.9,77,624,Dine-out,No,Yes,87,Average (2.5-3.5),Mid-range (300-700),12.63
