Restaurant_ID,Restaurant_Name,City,Cuisines,Restaurant_Type,Rating,Votes,Approx_Cost_for_Two,Rating_Category,Cost_Category,Engagement_Score,Online_Order,Table_Booking
ZOM1371,Chaat Corner (Ali),Kolkata,Mexican,Cafe,4.3,1274,1036,Very Good (4.0-4.5),Premium (700-1500),30.75,Yes,No
ZOM1372,Olive Garden (Ban),Mumbai,Thai,Bakery,4.7,3719,719,Excellent (4.5+),Premium (700-1500),38.64,Yes,No
ZOM1373,The Pizza Place (Ann),Chennai,Italian,Cafe,4.7,944,925,Excellent (4.5+),Premium (700-1500),32.2,No,No
ZOM1374,Food Junction (Con),Delhi,Italian,Dhaba,3.9,6,752,Good (3.5-4.0),Premium (700-1500),7.59,Yes,No
ZOM1375,Olive Garden (Haz),Lucknow,Thai,Fine Dining,3.5,1530,3351,Average (2.5-3.5),Luxury (1500+),25.67,No,No
ZOM1376,The Kebab Studio (Ind),Bangalore,Fast Food,Delivery Only,4.2,4481,283,Very Good (4.0-4.5),Budget (<300),35.31,Yes,No
ZOM1377,Urban Bites (Bal),Kolkata,Fast Food,Cafe,1.7,3819,1237,Poor (<2.5),Premium (700-1500),14.02,Yes,No
ZOM1378,Burger House (Kor),Bangalore,Chinese,Food Court,3.1,2943,362,Average (2.5-3.5),Mid-range (300-700),24.76,Yes,No
ZOM1379,The Curry House (Hit),Hyderabad,Fast Food,Food Court,2.6,2051,648,Average (2.5-3.5),Mid-range (300-700),19.83,Yes,No
ZOM1380,Taste of India (Haz),Lucknow,Italian,Bakery,2.6,4560,469,Average (2.5-3.5),Mid-range (300-700),21.91,Yes,No
ZOM1381,The Curry House (MI ),Jaipur,Gujarati,Delivery Only,3.5,2896,560,Average (2.5-3.5),Mid-range (300-700),27.9,Yes,No
ZOM1382,Royal Feast (Man),Jaipur,Thai,Cafe,3.5,2365,1086,Average (2.5-3.5),Premium (700-1500),27.19,No,No
ZOM1383,Flavors Restaurant (And),Mumbai,Italian,Fine Dining,3.5,2217,3852,Average (2.5-3.5),Luxury (1500+),26.97,No,Yes
ZOM1384,Tikka Town (Con),Delhi,South Indian,Cafe,3.4,3573,1019,Average (2.5-3.5),Premium (700-1500),27.82,No,No
ZOM1385,The Food Factory (Con),Delhi,Mexican,Casual Dining,5.0,1279,1356,Excellent (4.5+),Premium (700-1500),35.77,No,Yes
ZOM1386,The Biryani Bowl (Cam),Pune,Continental,Fine Dining,3.6,1944,4058,Good (3.5-4.0),Luxury (1500+),27.26,Yes,Yes
ZOM1387,Olive Garden (Kor),Bangalore,Bengali,Cafe,3.7,1048,681,Good (3.5-4.0),Mid-range (300-700),25.74,Yes,No
ZOM1388,Taste of India (And),Mumbai,Fast Food,Dhaba,4.2,1063,360,Very Good (4.0-4.5),Mid-range (300-700),29.27,No,No
ZOM1389,Noodle Box (MI ),Jaipur,Continental,Bakery,3.6,1013,405,Good (3.5-4.0),Mid-range (300-700),24.92,No,No
ZOM1390,Masala Magic (Hin),Pune,Chinese,Casual Dining,3.8,1040,1462,Good (3.5-4.0),Premium (700-1500),26.4,Yes,No
ZOM1391,The Food Factory (Mal),Jaipur,Bengali,Cafe,4.0,3254,1318,Good (3.5-4.0),Premium (700-1500),32.35,Yes,No
ZOM1392,The Sandwich Shop (Nun),Chennai,Biryani,Casual Dining,3.2,3928,528,Average (2.5-3.5),Mid-range (300-700),26.48,Yes,Yes
ZOM1393,Idli House (Ind),Bangalore,Bengali,Bakery,4.1,4617,694,Very Good (4.0-4.5),Mid-range (300-700),34.59,Yes,No
ZOM1394,Dosa Point (Ami),Lucknow,Chinese,Cafe,3.6,3878,702,Good (3.5-4.0),Premium (700-1500),29.75,No,No
ZOM1395,Desi Zaika (Nav),Ahmedabad,South Indian,Casual Dining,3.7,3957,987,Good (3.5-4.0),Premium (700-1500),30.65,Yes,No
ZOM1396,Food Junction (Gom),Lucknow,Chinese,Bakery,4.1,3077,252,Very Good (4.0-4.5),Budget (<300),32.93,Yes,No
ZOM1397,The Sandwich Shop (Jay),Bangalore,Biryani,Fine Dining,2.9,2413,4791,Average (2.5-3.5),Luxury (1500+),22.59,Yes,Yes
ZOM1398,Bombay Bites (Kot),Pune,South Indian,Bakery,4.4,708,784,Very Good (4.0-4.5),Premium (700-1500),28.88,Yes,No
ZOM1399,Food Junction (CG ),Ahmedabad,Mughlai,Fine Dining,3.5,493,4518,Average (2.5-3.5),Luxury (1500+),21.71,Yes,No
ZOM1400,Taste of India (Myl),Chennai,Biryani,Delivery Only,2.5,3686,218,Poor (<2.5),Budget (<300),20.53,Yes,No
ZOM1401,Curry Leaf (Haz),Lucknow,Chinese,Bakery,3.0,3558,793,Average (2.5-3.5),Premium (700-1500),24.53,Yes,No
ZOM1402,Desi Zaika (Whi),Bangalore,Biryani,Quick Bites,4.3,1005,278,Very Good (4.0-4.5),Budget (<300),29.73,Yes,No
ZOM1403,Flavors Restaurant (Bal),Kolkata,North Indian,Delivery Only,3.4,459,264,Average (2.5-3.5),Budget (<300),20.85,Yes,No
ZOM1404,Green Leaf Cafe (Dwa),Delhi,North Indian,Casual Dining,4.3,921,704,Very Good (4.0-4.5),Premium (700-1500),29.35,No,Yes
ZOM1405,Royal Feast (Hin),Pune,Thai,Dhaba,2.2,740,696,Poor (<2.5),Mid-range (300-700),14.54,No,No
ZOM1406,Bombay Bites (HSR),Bangalore,South Indian,Casual Dining,4.8,3343,1241,Excellent (4.5+),Premium (700-1500),38.95,Yes,Yes
ZOM1407,The Grill House (HSR),Bangalore,Chinese,Quick Bites,4.4,2994,414,Very Good (4.0-4.5),Mid-range (300-700),35.22,Yes,No
ZOM1408,South Kitchen (Col),Mumbai,Gujarati,Fine Dining,2.6,3870,3263,Average (2.5-3.5),Luxury (1500+),21.48,No,No
ZOM1409,The Diner (Hit),Hyderabad,Biryani,Delivery Only,3.8,2835,242,Good (3.5-4.0),Budget (<300),30.21,Yes,No
ZOM1410,Taste of India (Col),Mumbai,Bengali,Food Court,4.1,2395,626,Very Good (4.0-4.5),Mid-range (300-700),31.9,Yes,No
ZOM1411,Flavors Restaurant (Laj),Delhi,Gujarati,Food Court,4.3,411,535,Very Good (4.0-4.5),Mid-range (300-700),25.89,Yes,No
ZOM1412,Bombay Bites (Ann),Chennai,Mexican,Quick Bites,3.5,3193,352,Average (2.5-3.5),Mid-range (300-700),28.24,No,No
ZOM1413,The Food Factory (Dwa),Delhi,Thai,Dhaba,4.0,4151,523,Good (3.5-4.0),Mid-range (300-700),33.33,Yes,No
ZOM1414,Burger House (Nav),Ahmedabad,Fast Food,Food Court,3.2,145,572,Average (2.5-3.5),Mid-range (300-700),15.95,Yes,No
ZOM1415,Urban Bites (MG ),Bangalore,Gujarati,Quick Bites,3.5,2546,176,Average (2.5-3.5),Budget (<300),27.45,Yes,No
ZOM1416,The Grill House (MI ),Jaipur,Continental,Dhaba,4.8,110,788,Excellent (4.5+),Premium (700-1500),22.61,No,No
ZOM1417,Saffron Kitchen (Ann),Chennai,Continental,Casual Dining,4.2,2142,749,Very Good (4.0-4.5),Premium (700-1500),32.21,Yes,No
ZOM1418,The Pizza Place (Jub),Hyderabad,Chinese,Casual Dining,3.8,3184,1358,Good (3.5-4.0),Premium (700-1500),30.65,Yes,Yes
ZOM1419,Urban Bites (Ala),Lucknow,Mughlai,Quick Bites,2.8,449,447,Average (2.5-3.5),Mid-range (300-700),17.11,No,No
ZOM1420,Idli House (Nun),Chennai,Mexican,Casual Dining,3.1,40,958,Average (2.5-3.5),Premium (700-1500),11.51,No,No
ZOM1421,The Kebab Studio (Sak),Delhi,South Indian,Delivery Only,3.6,2943,340,Good (3.5-4.0),Mid-range (300-700),28.76,Yes,No
ZOM1422,Spice Garden (Man),Ahmedabad,Bengali,Food Court,3.5,1305,720,Average (2.5-3.5),Premium (700-1500),25.11,Yes,No
ZOM1423,Spice Garden (Ami),Lucknow,Gujarati,Dhaba,4.0,14,577,Good (3.5-4.0),Mid-range (300-700),10.83,No,No
ZOM1424,Tikka Town (Pow),Mumbai,Mexican,Delivery Only,3.8,1665,248,Good (3.5-4.0),Budget (<300),28.19,Yes,No
ZOM1425,The Kebab Studio (Ady),Chennai,Mexican,Quick Bites,3.9,4959,442,Good (3.5-4.0),Mid-range (300-700),33.19,Yes,No
ZOM1426,South Kitchen (New),Kolkata,Biryani,Dhaba,4.2,4150,366,Very Good (4.0-4.5),Mid-range (300-700),34.99,Yes,No
ZOM1427,Dosa Point (Cam),Pune,Mexican,Bakery,4.0,3045,638,Good (3.5-4.0),Mid-range (300-700),32.09,Yes,No
ZOM1428,Taste of India (Myl),Chennai,Thai,Dhaba,4.1,1589,631,Very Good (4.0-4.5),Mid-range (300-700),30.22,Yes,No
ZOM1429,Spice Garden (Ban),Mumbai,North Indian,Food Court,4.0,2471,654,Good (3.5-4.0),Mid-range (300-700),31.25,Yes,No
ZOM1430,The Diner (Man),Ahmedabad,Continental,Quick Bites,3.3,1551,403,Average (2.5-3.5),Mid-range (300-700),24.25,Yes,No
ZOM1431,Punjabi Tadka (Ind),Lucknow,Chinese,Food Court,2.7,774,519,Average (2.5-3.5),Mid-range (300-700),17.96,Yes,No
ZOM1432,Spice Garden (Laj),Delhi,North Indian,Dhaba,3.1,4363,573,Average (2.5-3.5),Mid-range (300-700),25.98,Yes,No
ZOM1433,Olive Garden (Sec),Hyderabad,Italian,Delivery Only,4.8,4013,658,Excellent (4.5+),Mid-range (300-700),39.83,No,No
ZOM1434,South Kitchen (Vas),Ahmedabad,Gujarati,Fine Dining,4.1,3356,2690,Very Good (4.0-4.5),Luxury (1500+),33.29,Yes,No
ZOM1435,The Curry House (Vim),Pune,Mughlai,Food Court,4.8,4844,552,Excellent (4.5+),Mid-range (300-700),40.73,Yes,No
ZOM1436,The Grill House (Haz),Lucknow,North Indian,Bakery,2.9,77,624,Average (2.5-3.5),Mid-range (300-700),12.63,Yes,No
ZOM1437,Olive Garden (Nav),Ahmedabad,Mughlai,Delivery Only,3.2,1809,760,Average (2.5-3.5),Premium (700-1500),24.0,Yes,No
ZOM1438,Tikka Town (Jub),Hyderabad,Thai,Cafe,3.3,3718,559,Average (2.5-3.5),Mid-range (300-700),27.13,Yes,No
ZOM1439,Bombay Bites (MG ),Bangalore,North Indian,Food Court,3.8,2828,429,Good (3.5-4.0),Mid-range (300-700),30.2,Yes,No
ZOM1440,Masala Magic (Dad),Mumbai,Biryani,Cafe,2.3,71,741,Poor (<2.5),Premium (700-1500),9.84,Yes,No
ZOM1441,Dosa Point (Ali),Kolkata,Fast Food,Fine Dining,4.0,2779,2695,Good (3.5-4.0),Luxury (1500+),31.72,Yes,No
ZOM1442,Olive Garden (Vai),Jaipur,Gujarati,Bakery,4.9,2666,315,Excellent (4.5+),Mid-range (300-700),38.65,Yes,No
ZOM1443,The Curry House (Vel),Chennai,Mughlai,Bakery,4.0,666,641,Good (3.5-4.0),Mid-range (300-700),26.01,Yes,No
ZOM1444,Noodle Box (Pow),Mumbai,Bengali,Quick Bites,4.6,1873,460,Excellent (4.5+),Mid-range (300-700),34.66,Yes,No
ZOM1445,The Kebab Studio (Mal),Jaipur,Continental,Casual Dining,4.2,637,454,Very Good (4.0-4.5),Mid-range (300-700),27.13,Yes,No
ZOM1446,The Kebab Studio (Ind),Lucknow,Chinese,Bakery,4.6,3088,714,Excellent (4.5+),Premium (700-1500),36.96,Yes,No
ZOM1447,The Grand Kitchen (Whi),Bangalore,Gujarati,Casual Dining,2.8,241,747,Average (2.5-3.5),Premium (700-1500),15.37,No,No
ZOM1448,Olive Garden (Nav),Ahmedabad,Chinese,Dhaba,4.5,4730,348,Very Good (4.0-4.5),Mid-range (300-700),38.08,No,No
ZOM1449,Chaat Corner (Kor),Pune,North Indian,Cafe,3.8,4042,805,Good (3.5-4.0),Premium (700-1500),31.56,Yes,No
ZOM1450,Desi Zaika (Pow),Mumbai,North Indian,Cafe,4.1,1017,1137,Very Good (4.0-4.5),Premium (700-1500),28.39,Yes,No
ZOM1451,The Food Factory (Kot),Pune,Bengali,Delivery Only,4.1,4581,313,Very Good (4.0-4.5),Mid-range (300-700),34.56,Yes,No
ZOM1452,The Pizza Place (CG ),Ahmedabad,Thai,Bakery,2.4,2413,379,Poor (<2.5),Mid-range (300-700),18.69,Yes,No
ZOM1453,Desi Zaika (Jub),Hyderabad,Continental,Casual Dining,4.1,1694,710,Very Good (4.0-4.5),Premium (700-1500),30.49,Yes,Yes
ZOM1454,The Biryani Bowl (Ami),Lucknow,Chinese,Quick Bites,4.0,1447,465,Good (3.5-4.0),Mid-range (300-700),29.11,Yes,No
ZOM1455,The Diner (Jag),Jaipur,North Indian,Casual Dining,4.7,565,441,Excellent (4.5+),Mid-range (300-700),29.79,Yes,Yes
ZOM1456,The Grill House (Vim),Pune,Continental,Quick Bites,4.7,598,307,Excellent (4.5+),Mid-range (300-700),30.06,Yes,No
ZOM1457,Bombay Bites (Sec),Hyderabad,Gujarati,Casual Dining,4.5,3143,1430,Very Good (4.0-4.5),Premium (700-1500),36.24,No,Yes
ZOM1458,Bombay Bites (Kor),Pune,Thai,Quick Bites,3.4,77,355,Average (2.5-3.5),Mid-range (300-700),14.81,Yes,No
ZOM1459,The Biryani Bowl (Gom),Lucknow,Fast Food,Cafe,3.3,4366,1192,Average (2.5-3.5),Premium (700-1500),27.66,No,No
ZOM1460,Masala Magic (Civ),Jaipur,Italian,Food Court,3.0,4264,535,Average (2.5-3.5),Mid-range (300-700),25.07,Yes,No
ZOM1461,Taste of India (Sak),Delhi,Gujarati,Food Court,3.9,242,580,Good (3.5-4.0),Mid-range (300-700),21.42,Yes,No
ZOM1462,Bombay Bites (Myl),Chennai,Italian,Food Court,3.1,2951,736,Average (2.5-3.5),Premium (700-1500),24.77,Yes,No
ZOM1463,Idli House (Kor),Bangalore,Fast Food,Bakery,3.9,4228,291,Good (3.5-4.0),Budget (<300),32.56,Yes,No
ZOM1464,The Diner (Con),Delhi,North Indian,Fine Dining,1.7,547,3351,Poor (<2.5),Luxury (1500+),10.72,Yes,Yes
ZOM1465,Royal Feast (Laj),Delhi,Mughlai,Fine Dining,3.9,4490,4219,Good (3.5-4.0),Luxury (1500+),32.8,No,Yes
ZOM1466,Royal Feast (Pra),Ahmedabad,Gujarati,Fine Dining,3.7,1889,4210,Good (3.5-4.0),Luxury (1500+),27.91,Yes,Yes
ZOM1467,The Food Factory (Kot),Pune,Mexican,Food Court,3.5,1958,544,Average (2.5-3.5),Mid-range (300-700),26.53,No,No
ZOM1468,Tikka Town (HSR),Bangalore,Mexican,Quick Bites,4.8,4742,205,Excellent (4.5+),Budget (<300),40.63,No,No
ZOM1469,Food Junction (Myl),Chennai,Mughlai,Casual Dining,3.6,461,1382,Good (3.5-4.0),Premium (700-1500),22.09,Yes,Yes
ZOM1470,Noodle Box (Cam),Pune,Biryani,Cafe,3.4,4249,1282,Average (2.5-3.5),Premium (700-1500),28.41,Yes,No
ZOM1471,The Kebab Studio (Pow),Mumbai,Chinese,Food Court,3.2,404,459,Average (2.5-3.5),Mid-range (300-700),19.21,No,No
ZOM1472,Spice Garden (Sal),Kolkata,Mughlai,Delivery Only,3.2,1643,579,Average (2.5-3.5),Mid-range (300-700),23.7,Yes,No
ZOM1473,Burger House (Aun),Pune,South Indian,Food Court,3.2,3297,619,Average (2.5-3.5),Mid-range (300-700),25.92,No,No
ZOM1474,Royal Feast (Par),Kolkata,Mexican,Casual Dining,4.0,4224,1167,Good (3.5-4.0),Premium (700-1500),33.4,No,Yes
ZOM1475,Tikka Town (Sak),Delhi,Bengali,Delivery Only,4.2,2049,682,Very Good (4.0-4.5),Mid-range (300-700),32.03,Yes,No
ZOM1476,The Grill House (Ban),Mumbai,Mexican,Bakery,2.8,2144,797,Average (2.5-3.5),Premium (700-1500),21.48,No,No
ZOM1477,The Grand Kitchen (Con),Delhi,Gujarati,Cafe,3.6,3721,909,Good (3.5-4.0),Premium (700-1500),29.6,Yes,No
ZOM1478,Spice Garden (Jag),Jaipur,Mughlai,Quick Bites,3.5,4486,379,Average (2.5-3.5),Mid-range (300-700),29.43,Yes,No
ZOM1479,Flavors Restaurant (Laj),Delhi,Bengali,Cafe,3.0,905,464,Average (2.5-3.5),Mid-range (300-700),20.43,Yes,No
ZOM1480,The Sandwich Shop (Sec),Hyderabad,Mughlai,Quick Bites,3.0,2014,337,Average (2.5-3.5),Mid-range (300-700),22.83,No,No
ZOM1481,Noodle Box (Pra),Ahmedabad,Gujarati,Fine Dining,3.7,2447,2202,Good (3.5-4.0),Luxury (1500+),28.87,Yes,Yes
ZOM1482,Food Junction (Ind),Lucknow,Thai,Fine Dining,3.2,2360,4057,Average (2.5-3.5),Luxury (1500+),24.85,Yes,Yes
ZOM1483,The Pizza Place (Ami),Lucknow,Mughlai,Dhaba,3.4,550,763,Average (2.5-3.5),Premium (700-1500),21.46,Yes,No
ZOM1484,The Pizza Place (Vel),Chennai,Chinese,Fine Dining,4.0,3498,4172,Good (3.5-4.0),Luxury (1500+),32.64,Yes,Yes
ZOM1485,The Diner (Jub),Hyderabad,Bengali,Delivery Only,3.6,21,319,Good (3.5-4.0),Mid-range (300-700),11.13,Yes,No
ZOM1486,Food Junction (Jag),Jaipur,Biryani,Bakery,3.3,429,228,Average (2.5-3.5),Budget (<300),20.01,Yes,No
ZOM1487,The Diner (Ami),Lucknow,Gujarati,Dhaba,5.0,246,431,Excellent (4.5+),Mid-range (300-700),27.55,Yes,No
ZOM1488,The Diner (Col),Mumbai,Chinese,Casual Dining,2.0,719,1125,Poor (<2.5),Premium (700-1500),13.16,Yes,No
ZOM1489,Flavors Restaurant (Kor),Bangalore,Biryani,Delivery Only,3.6,83,372,Good (3.5-4.0),Mid-range (300-700),15.95,Yes,No
ZOM1490,Chaat Corner (Ali),Lucknow,Biryani,Cafe,4.3,2153,807,Very Good (4.0-4.5),Premium (700-1500),33.0,No,No
ZOM1491,Idli House (Col),Mumbai,Continental,Dhaba,4.6,2716,216,Excellent (4.5+),Budget (<300),36.37,Yes,No
ZOM1492,Dosa Point (T N),Chennai,Bengali,Food Court,3.1,152,565,Average (2.5-3.5),Mid-range (300-700),15.59,Yes,No
ZOM1493,The Diner (Gac),Hyderabad,Mexican,Fine Dining,4.6,4536,1898,Excellent (4.5+),Luxury (1500+),38.73,Yes,No
ZOM1494,The Grill House (Kor),Pune,Continental,Delivery Only,3.4,2551,460,Average (2.5-3.5),Mid-range (300-700),26.67,Yes,No
ZOM1495,Spice Garden (Juh),Mumbai,Mexican,Fine Dining,3.4,2042,4923,Average (2.5-3.5),Luxury (1500+),25.92,Yes,Yes
ZOM1496,Urban Bites (Man),Ahmedabad,Thai,Bakery,3.7,1578,536,Good (3.5-4.0),Mid-range (300-700),27.25,Yes,No
ZOM1497,The Pizza Place (MI ),Jaipur,Thai,Fine Dining,3.1,3844,1859,Average (2.5-3.5),Luxury (1500+),25.59,No,No
ZOM1498,The Sandwich Shop (New),Kolkata,Fast Food,Cafe,2.8,2381,1235,Average (2.5-3.5),Premium (700-1500),21.77,No,No
ZOM1499,Desi Zaika (Dwa),Delhi,Mughlai,Food Court,3.3,1618,368,Average (2.5-3.5),Mid-range (300-700),24.39,Yes,No
ZOM1500,The Grill House (Kor),Pune,Continental,Delivery Only,3.2,374,687,Average (2.5-3.5),Mid-range (300-700),18.97,Yes,No
ZOM1501,Spice Garden (Jag),Jaipur,Mexican,Food Court,3.4,2426,359,Average (2.5-3.5),Mid-range (300-700),26.5,Yes,No
ZOM1502,Olive Garden (Hau),Delhi,Thai,Casual Dining,2.9,1316,921,Average (2.5-3.5),Premium (700-1500),20.83,Yes,No
ZOM1503,Olive Garden (Hau),Delhi,Thai,Dhaba,4.0,2325,601,Good (3.5-4.0),Mid-range (300-700),31.01,Yes,No
ZOM1504,Spice Garden (Par),Kolkata,South Indian,Quick Bites,3.0,4045,273,Average (2.5-3.5),Budget (<300),24.92,Yes,No
ZOM1505,Green Leaf Cafe (Gom),Lucknow,Fast Food,Dhaba,2.3,4088,613,Poor (<2.5),Mid-range (300-700),19.13,No,No
ZOM1506,The Grill House (Col),Mumbai,Gujarati,Quick Bites,3.8,3248,271,Good (3.5-4.0),Budget (<300),30.73,Yes,No
ZOM1507,Bombay Bites (Laj),Delhi,Thai,Quick Bites,3.6,43,417,Good (3.5-4.0),Mid-range (300-700),13.62,Yes,No
ZOM1508,Noodle Box (Pra),Ahmedabad,Continental,Casual Dining,3.5,2201,701,Average (2.5-3.5),Premium (700-1500),26.94,Yes,Yes
ZOM1509,Bombay Bites (Mal),Jaipur,Gujarati,Fine Dining,4.8,4763,3783,Excellent (4.5+),Luxury (1500+),40.65,Yes,Yes
ZOM1510,The Grill House (Con),Delhi,North Indian,Dhaba,3.9,4335,665,Good (3.5-4.0),Mid-range (300-700),32.66,Yes,No
ZOM1511,The Food Factory (Hit),Hyderabad,Gujarati,Fine Dining,2.5,4313,1962,Poor (<2.5),Luxury (1500+),20.92,Yes,No
ZOM1512,The Kebab Studio (MG ),Bangalore,Bengali,Casual Dining,3.7,287,487,Good (3.5-4.0),Mid-range (300-700),20.95,No,Yes
ZOM1513,Masala Magic (Ann),Chennai,Italian,Food Court,4.1,465,477,Very Good (4.0-4.5),Mid-range (300-700),25.19,Yes,No
ZOM1514,Tikka Town (Laj),Delhi,Bengali,Quick Bites,3.9,2473,340,Good (3.5-4.0),Mid-range (300-700),30.47,Yes,No
ZOM1515,Food Junction (Ali),Kolkata,Gujarati,Delivery Only,5.0,27,612,Excellent (4.5+),Mid-range (300-700),16.66,Yes,No
ZOM1516,Masala Magic (Bal),Kolkata,Chinese,Casual Dining,3.3,1309,761,Average (2.5-3.5),Premium (700-1500),23.69,Yes,Yes
ZOM1517,Tikka Town (MG ),Bangalore,Biryani,Bakery,4.0,3732,783,Good (3.5-4.0),Premium (700-1500),32.9,No,No
ZOM1518,The Food Factory (Vel),Chennai,Thai,Quick Bites,3.5,1289,373,Average (2.5-3.5),Mid-range (300-700),25.07,Yes,No
ZOM1519,Chaat Corner (Myl),Chennai,Gujarati,Quick Bites,4.1,4974,159,Very Good (4.0-4.5),Budget (<300),34.9,Yes,No
ZOM1520,Curry Leaf (Ami),Lucknow,Continental,Cafe,4.0,3972,1489,Good (3.5-4.0),Premium (700-1500),33.15,Yes,No
ZOM1521,Tikka Town (Whi),Bangalore,Continental,Cafe,4.5,2164,1436,Very Good (4.0-4.5),Premium (700-1500),34.56,Yes,No
ZOM1522,The Diner (Hin),Pune,Thai,Casual Dining,4.5,2552,713,Very Good (4.0-4.5),Premium (700-1500),35.3,Yes,Yes
ZOM1523,The Food Factory (Vai),Jaipur,Mexican,Fine Dining,3.8,3088,3756,Good (3.5-4.0),Luxury (1500+),30.54,Yes,Yes
ZOM1524,The Curry House (Hit),Hyderabad,Italian,Quick Bites,4.2,3494,392,Very Good (4.0-4.5),Mid-range (300-700),34.27,Yes,No
ZOM1525,Curry Leaf (Mal),Jaipur,Continental,Food Court,4.5,3900,410,Very Good (4.0-4.5),Mid-range (300-700),37.21,No,No
ZOM1526,Dosa Point (Dwa),Delhi,Thai,Delivery Only,3.5,1129,331,Average (2.5-3.5),Mid-range (300-700),24.6,Yes,No
ZOM1527,Punjabi Tadka (Cam),Pune,Continental,Bakery,3.0,1934,735,Average (2.5-3.5),Premium (700-1500),22.7,Yes,No
ZOM1528,Dosa Point (Mad),Hyderabad,Continental,Bakery,3.4,1833,219,Average (2.5-3.5),Budget (<300),25.55,Yes,No
ZOM1529,Desi Zaika (Vai),Jaipur,Mexican,Fine Dining,3.4,3195,4130,Average (2.5-3.5),Luxury (1500+),27.44,Yes,Yes
ZOM1530,The Diner (Ind),Bangalore,Mughlai,Quick Bites,3.3,3297,485,Average (2.5-3.5),Mid-range (300-700),26.73,Yes,No
ZOM1531,Flavors Restaurant (CG ),Ahmedabad,Mexican,Food Court,3.8,2952,735,Good (3.5-4.0),Premium (700-1500),30.36,Yes,No
ZOM1532,Taste of India (Ban),Mumbai,Bengali,Fine Dining,3.5,598,4462,Average (2.5-3.5),Luxury (1500+),22.38,Yes,Yes
ZOM1533,South Kitchen (T N),Chennai,Thai,Dhaba,3.7,3395,410,Good (3.5-4.0),Mid-range (300-700),30.08,Yes,No
ZOM1534,The Food Factory (Man),Ahmedabad,Mexican,Food Court,4.5,668,316,Very Good (4.0-4.5),Mid-range (300-700),29.28,Yes,No
ZOM1535,The Food Factory (Gom),Lucknow,Bengali,Delivery Only,3.2,872,218,Average (2.5-3.5),Budget (<300),21.67,Yes,No
ZOM1536,Royal Feast (Hit),Hyderabad,Continental,Fine Dining,4.0,4840,4028,Good (3.5-4.0),Luxury (1500+),33.94,Yes,No
ZOM1537,Noodle Box (Jay),Bangalore,South Indian,Fine Dining,3.3,835,3151,Average (2.5-3.5),Luxury (1500+),22.2,Yes,Yes
ZOM1538,Tikka Town (Kar),Delhi,Gujarati,Fine Dining,3.1,1024,1697,Average (2.5-3.5),Luxury (1500+),21.49,Yes,Yes
ZOM1539,Desi Zaika (Par),Kolkata,Biryani,Dhaba,3.3,664,246,Average (2.5-3.5),Budget (<300),21.45,No,No
ZOM1540,The Sandwich Shop (Aun),Pune,Fast Food,Food Court,4.3,2015,599,Very Good (4.0-4.5),Mid-range (300-700),32.72,Yes,No
ZOM1541,Punjabi Tadka (T N),Chennai,North Indian,Casual Dining,4.3,504,537,Very Good (4.0-4.5),Mid-range (300-700),26.77,Yes,Yes
ZOM1542,Taste of India (Bal),Kolkata,Mughlai,Quick Bites,4.9,3701,347,Excellent (4.5+),Mid-range (300-700),40.26,No,No
ZOM1543,South Kitchen (Civ),Jaipur,Bengali,Bakery,4.9,3925,762,Excellent (4.5+),Premium (700-1500),40.55,Yes,No
ZOM1544,The Biryani Bowl (Jag),Jaipur,Mexican,Fine Dining,3.4,1454,2080,Average (2.5-3.5),Luxury (1500+),24.76,No,No
ZOM1545,Chaat Corner (Cam),Pune,Chinese,Quick Bites,4.1,2008,198,Very Good (4.0-4.5),Budget (<300),31.18,Yes,No
ZOM1546,Idli House (Hau),Delhi,Thai,Dhaba,2.9,708,459,Average (2.5-3.5),Mid-range (300-700),19.04,Yes,No
ZOM1547,Idli House (HSR),Bangalore,Gujarati,Casual Dining,3.7,2983,1040,Good (3.5-4.0),Premium (700-1500),29.6,Yes,Yes
ZOM1548,The Biryani Bowl (Con),Delhi,Fast Food,Cafe,3.4,3389,1384,Average (2.5-3.5),Premium (700-1500),27.64,Yes,No
ZOM1549,Food Junction (Kot),Pune,Gujarati,Delivery Only,3.5,1436,613,Average (2.5-3.5),Mid-range (300-700),25.45,Yes,No
ZOM1550,Flavors Restaurant (Nav),Ahmedabad,Italian,Delivery Only,4.3,167,599,Very Good (4.0-4.5),Mid-range (300-700),22.03,Yes,No
ZOM1551,The Biryani Bowl (Gom),Lucknow,Gujarati,Casual Dining,3.2,2019,604,Average (2.5-3.5),Mid-range (300-700),24.35,Yes,Yes
ZOM1552,Green Leaf Cafe (Hin),Pune,Gujarati,Dhaba,3.3,845,795,Average (2.5-3.5),Premium (700-1500),22.24,Yes,No
ZOM1553,The Biryani Bowl (Sak),Delhi,Fast Food,Bakery,3.7,694,718,Good (3.5-4.0),Premium (700-1500),24.21,Yes,No
ZOM1554,The Curry House (Pra),Ahmedabad,Bengali,Casual Dining,3.7,1427,598,Good (3.5-4.0),Mid-range (300-700),26.88,Yes,Yes
ZOM1555,Idli House (Mal),Jaipur,Mughlai,Quick Bites,4.1,1454,303,Very Good (4.0-4.5),Mid-range (300-700),29.86,Yes,No
ZOM1556,The Sandwich Shop (Pra),Ahmedabad,Bengali,Food Court,2.9,4265,504,Average (2.5-3.5),Mid-range (300-700),24.24,Yes,No
